체결시간,담당 AI,마켓,종류,거래수량,거래단가,거래금액(KRW)
2026-02-20 03:43:44,XRP,KRW,매수,122.57424394,"2,084","255,445",128,"255,572",2026-02-20 03:43:43
2026-02-20 03:43:46,BTC,KRW,매수,0.00494879,"98,841,000","489,143",245,"489,388",2026-02-20 03:43:45
2026-02-20 03:43:47,SUI,KRW,매수,182.72963322,"1,356","247,781",124,"247,905",2026-02-20 03:43:45
2026-02-20 03:43:48,ETH,KRW,매수,0.08421149,"2,865,000","241,266",121,"241,387",2026-02-20 03:43:47
2026-02-20 03:43:48,XRP,KRW,매수,113.45517693,"2,084","236,441",118,"236,559",2026-02-20 03:43:47
2026-02-20 03:43:49,XRP,KRW,매수,111.18607339,"2,084","231,712",116,"231,828",2026-02-20 03:43:48
2026-02-20 03:43:50,ONDO,KRW,매수,624.28036667,385,"240,348",120,"240,468",2026-02-20 03:43:48
2026-02-20 03:43:51,ZRX,KRW,매도,816.22461762,158,"128,963",64,"128,899",2026-02-20 03:43:49
2026-02-20 03:43:54,BTC,KRW,매수,0.00229740,"98,841,000","227,078",114,"227,191",2026-02-20 03:43:52
2026-02-20 03:43:59,ZRX,KRW,매수,1408.45563661,158,"222,536",111,"222,647",2026-02-20 03:43:57
2026-02-20 03:44:00,SOL,KRW,매도,0.89975835,"120,700","108,601",54,"108,547",2026-02-20 03:43:58
2026-02-20 03:44:01,ETH,KRW,매수,0.08134595,"2,866,000","233,138",117,"233,254",2026-02-20 03:44:00
2026-02-20 03:44:02,BTC,KRW,매수,0.00228790,"98,843,000","226,143",113,"226,256",2026-02-20 03:44:00
2026-02-20 03:44:03,SUI,KRW,매수,351.44872811,"1,356","476,564",238,"476,803",2026-02-20 03:44:02
2026-02-20 03:44:05,ONDO,KRW,매수,1175.93831571,385,"452,736",226,"452,963",2026-02-20 03:44:03
2026-02-20 03:44:07,SOL,KRW,매수,3.56337563,"120,700","430,099",215,"430,314",2026-02-20 03:44:06
2026-02-20 03:44:08,SUI,KRW,매수,301.54573212,"1,355","408,594",204,"408,799",2026-02-20 03:44:06
2026-02-20 03:44:09,ZRX,KRW,매수,2456.73888400,158,"388,165",194,"388,359",2026-02-20 03:44:08
2026-02-20 03:44:10,XRP,KRW,매수,104.64744279,"2,084","218,085",109,"218,194",2026-02-20 03:44:08
2026-02-20 03:44:11,SUI,KRW,매수,161.88861735,"1,355","219,359",110,"219,469",2026-02-20 03:44:09
2026-02-20 03:44:12,XRP,KRW,매수,102.55449393,"2,084","213,724",107,"213,830",2026-02-20 03:44:10
2026-02-20 03:44:13,BTC,KRW,매도,0.00434586,"98,838,000","429,536",215,"429,321",2026-02-20 03:44:11
2026-02-20 03:44:15,BTC,KRW,매수,0.00215280,"98,838,000","212,778",106,"212,885",2026-02-20 03:44:13
2026-02-20 03:44:15,SOL,KRW,매수,1.70856751,"120,800","206,395",103,"206,498",2026-02-20 03:44:14
2026-02-20 03:44:17,ONDO,KRW,매수,1013.59298190,385,"390,233",195,"390,428",2026-02-20 03:44:15
2026-02-20 03:44:18,ETH,KRW,매수,1.74520070,"2,865,000","5,000,000","2,500","5,002,500",2026-02-20 03:44:16
2026-02-20 03:44:20,ZRX,KRW,매수,1325.62717754,158,"209,449",105,"209,554",2026-02-20 03:44:18
2026-02-20 03:44:21,ONDO,KRW,매수,520.00806866,385,"200,203",100,"200,303",2026-02-20 03:44:20
2026-02-20 03:44:25,ZRX,KRW,매도,1144.32747089,158,"180,804",90,"180,713",2026-02-20 03:44:23
2026-02-20 03:44:27,BTC,KRW,매수,0.00207593,"98,876,000","205,260",103,"205,363",2026-02-20 03:44:26
2026-02-20 03:44:28,SUI,KRW,매수,148.45380806,"1,355","201,155",101,"201,255",2026-02-20 03:44:26
2026-02-20 03:44:29,BTC,KRW,매수,0.00199373,"98,876,000","197,132",99,"197,230",2026-02-20 03:44:28
2026-02-20 03:44:31,SUI,KRW,매수,142.57503726,"1,355","193,189",97,"193,286",2026-02-20 03:44:30
2026-02-20 03:44:32,ZRX,KRW,매수,2403.55582373,158,"379,762",190,"379,952",2026-02-20 03:44:31
2026-02-20 03:44:33,SOL,KRW,매수,1.56726318,"120,800","189,325",95,"189,420",2026-02-20 03:44:32
2026-02-20 03:44:34,BTC,KRW,매수,0.00187648,"98,876,000","185,539",93,"185,632",2026-02-20 03:44:32
2026-02-20 03:44:34,XRP,KRW,매수,173.19910184,"2,083","360,774",180,"360,954",2026-02-20 03:44:33
2026-02-20 03:44:36,SUI,KRW,매수,143.31882896,"1,355","194,197",97,"194,294",2026-02-20 03:44:34
2026-02-20 03:44:36,SUI,KRW,매수,2583.02583026,"1,355","3,500,000","1,750","3,501,750",2026-02-20 03:44:34
2026-02-20 03:44:39,SUI,KRW,매수,134.19048447,"1,355","181,828",91,"181,919",2026-02-20 03:44:38
2026-02-20 03:44:40,SUI,KRW,매수,252.94099091,"1,355","342,735",171,"342,906",2026-02-20 03:44:39
2026-02-20 03:44:41,ETH,KRW,매수,0.06572613,"2,866,000","188,371",94,"188,465",2026-02-20 03:44:40
2026-02-20 03:44:45,XRP,KRW,매도,290.30298964,"2,083","604,701",302,"604,399",2026-02-20 03:44:43
2026-02-20 03:44:46,ETH,KRW,매수,0.06375435,"2,866,000","182,720",91,"182,811",2026-02-20 03:44:44
2026-02-20 03:44:49,ETH,KRW,매수,0.06217430,"2,866,000","178,192",89,"178,281",2026-02-20 03:44:47
2026-02-20 03:44:51,ONDO,KRW,매수,460.35940433,385,"177,238",89,"177,327",2026-02-20 03:44:50
2026-02-20 03:44:52,ONDO,KRW,매수,446.54862220,385,"171,921",86,"172,007",2026-02-20 03:44:51
2026-02-20 03:44:55,ONDO,KRW,매수,453.57847648,385,"174,628",87,"174,715",2026-02-20 03:44:53
2026-02-20 03:44:56,SUI,KRW,매수,126.20586960,"1,356","171,135",86,"171,221",2026-02-20 03:44:54
2026-02-20 03:44:58,ETH,KRW,매수,0.12424349,"2,864,000","355,833",178,"356,011",2026-02-20 03:44:57
2026-02-20 03:45:01,SOL,KRW,매수,1.38719980,"120,900","167,712",84,"167,796",2026-02-20 03:45:00
2026-02-20 03:45:02,SUI,KRW,매도,267.02009122,"1,356","362,079",181,"361,898",2026-02-20 03:45:01
2026-02-20 03:45:03,BTC,KRW,매수,0.00168661,"98,875,000","166,764",83,"166,847",2026-02-20 03:45:01
2026-02-20 03:45:05,SUI,KRW,매수,121.20811716,"1,356","164,358",82,"164,440",2026-02-20 03:45:03
2026-02-20 03:45:08,SUI,KRW,매수,119.29253353,"1,356","161,761",81,"161,842",2026-02-20 03:45:06
2026-02-20 03:45:09,ZRX,KRW,매도,1396.17314146,158,"220,595",110,"220,485",2026-02-20 03:45:08
2026-02-20 03:45:09,SUI,KRW,매수,115.71375753,"1,356","156,908",78,"156,986",2026-02-20 03:45:08
2026-02-20 03:45:10,XRP,KRW,매수,73.03292685,"2,084","152,201",76,"152,277",2026-02-20 03:45:08
2026-02-20 03:45:14,ONDO,KRW,매도,849.16167078,385,"326,927",163,"326,764",2026-02-20 03:45:13
2026-02-20 03:45:15,BTC,KRW,매수,0.00387999,"98,846,000","383,522",192,"383,714",2026-02-20 03:45:14
2026-02-20 03:45:16,XRP,KRW,매수,77.28936792,"2,084","161,071",81,"161,152",2026-02-20 03:45:14
2026-02-20 03:45:17,XRP,KRW,매도,232.24239171,"2,084","483,993",242,"483,751",2026-02-20 03:45:16
2026-02-20 03:45:20,SOL,KRW,매수,1.30562136,"120,900","157,850",79,"157,929",2026-02-20 03:45:19
2026-02-20 03:45:24,ZRX,KRW,매수,979.06727496,158,"154,693",77,"154,770",2026-02-20 03:45:22
2026-02-20 03:45:25,SUI,KRW,매수,108.87507446,"1,356","147,635",74,"147,708",2026-02-20 03:45:24
2026-02-20 03:45:31,ETH,KRW,매수,0.05293253,"2,864,000","151,599",76,"151,675",2026-02-20 03:45:30
2026-02-20 03:45:32,BTC,KRW,매수,0.00150257,"98,875,000","148,567",74,"148,641",2026-02-20 03:45:31
2026-02-20 03:45:36,XRP,KRW,매도,185.79391337,"2,085","387,380",194,"387,187",2026-02-20 03:45:35
2026-02-20 03:45:38,SOL,KRW,매수,3.37398144,"120,900","407,914",204,"408,118",2026-02-20 03:45:37
2026-02-20 03:45:40,XRP,KRW,매수,68.68372323,"2,085","143,206",72,"143,277",2026-02-20 03:45:38
2026-02-20 03:45:41,ZRX,KRW,매수,879.17339270,158,"138,909",69,"138,979",2026-02-20 03:45:39
2026-02-20 03:45:42,ONDO,KRW,매수,378.17003972,385,"145,595",73,"145,668",2026-02-20 03:45:40
2026-02-20 03:45:44,SOL,KRW,매수,3.20528237,"120,900","387,519",194,"387,712",2026-02-20 03:45:42
2026-02-20 03:45:48,SUI,KRW,매수,271.49167120,"1,356","368,143",184,"368,327",2026-02-20 03:45:46
2026-02-20 03:45:49,SUI,KRW,매수,105.22386135,"1,356","142,684",71,"142,755",2026-02-20 03:45:48
2026-02-20 03:45:56,XRP,KRW,매수,67.09687374,"2,084","139,830",70,"139,900",2026-02-20 03:45:54
2026-02-20 03:45:58,ETH,KRW,매수,0.04706326,"2,863,000","134,742",67,"134,809",2026-02-20 03:45:57
2026-02-20 03:45:58,XRP,KRW,매수,65.75493626,"2,084","137,033",69,"137,102",2026-02-20 03:45:56
2026-02-20 03:45:59,BTC,KRW,매수,0.00132199,"98,866,000","130,700",65,"130,765",2026-02-20 03:45:57
2026-02-20 03:46:02,SOL,KRW,매수,1.04862577,"120,900","126,779",63,"126,842",2026-02-20 03:46:00
2026-02-20 03:46:04,ZRX,KRW,매수,778.32588330,158,"122,975",61,"123,037",2026-02-20 03:46:03
2026-02-20 03:46:07,XRP,KRW,매수,167.81937180,"2,084","349,736",175,"349,910",2026-02-20 03:46:06
2026-02-20 03:46:08,XRP,KRW,매수,159.42840321,"2,084","332,249",166,"332,415",2026-02-20 03:46:07
2026-02-20 03:46:12,ONDO,KRW,매수,309.83435033,385,"119,286",60,"119,346",2026-02-20 03:46:10
2026-02-20 03:46:14,XRP,KRW,매수,151.45698305,"2,084","315,636",158,"315,794",2026-02-20 03:46:13
2026-02-20 03:46:17,XRP,KRW,매수,64.47077361,"2,083","134,293",67,"134,360",2026-02-20 03:46:15
2026-02-20 03:46:17,ONDO,KRW,매수,341.83576363,385,"131,607",66,"131,673",2026-02-20 03:46:16
2026-02-20 03:46:18,BTC,KRW,매수,0.00117035,"98,866,000","115,708",58,"115,765",2026-02-20 03:46:16
2026-02-20 03:46:21,ETH,KRW,매수,0.04503304,"2,864,000","128,975",64,"129,039",2026-02-20 03:46:20
2026-02-20 03:46:21,ZRX,KRW,매수,710.35701889,158,"112,236",56,"112,293",2026-02-20 03:46:19
2026-02-20 03:46:24,SUI,KRW,매도,267.91440722,"1,354","362,756",181,"362,575",2026-02-20 03:46:22
2026-02-20 03:46:25,SOL,KRW,매수,2.63238692,"120,800","317,992",159,"318,151",2026-02-20 03:46:23
2026-02-20 03:46:26,ONDO,KRW,매수,784.65642440,385,"302,093",151,"302,244",2026-02-20 03:46:25
2026-02-20 03:46:27,BTC,KRW,매수,0.00290280,"98,866,000","286,988",143,"287,132",2026-02-20 03:46:25
2026-02-20 03:46:28,ETH,KRW,매수,0.09519507,"2,864,000","272,639",136,"272,775",2026-02-20 03:46:26
2026-02-20 03:46:28,ETH,KRW,매도,0.04388771,"2,864,000","125,694",63,"125,632",2026-02-20 03:46:26
2026-02-20 03:46:30,XRP,KRW,매수,52.24055505,"2,084","108,869",54,"108,924",2026-02-20 03:46:29
2026-02-20 03:46:31,ONDO,KRW,매도,836.26062150,385,"321,960",161,"321,799",2026-02-20 03:46:29
2026-02-20 03:46:32,SUI,KRW,매수,207.82089068,"1,354","281,389",141,"281,530",2026-02-20 03:46:31
2026-02-20 03:46:33,SUI,KRW,매수,93.34943940,"1,354","126,395",63,"126,458",2026-02-20 03:46:32
2026-02-20 03:46:34,ZRX,KRW,매수,668.37491908,158,"105,603",53,"105,656",2026-02-20 03:46:32
2026-02-20 03:46:36,ZRX,KRW,매수,783.96986155,158,"123,867",62,"123,929",2026-02-20 03:46:35
2026-02-20 03:46:37,ZRX,KRW,매도,1116.93851317,158,"176,476",88,"176,388",2026-02-20 03:46:35
2026-02-20 03:46:37,XRP,KRW,매수,132.50663433,"2,084","276,144",138,"276,282",2026-02-20 03:46:36
2026-02-20 03:46:38,ZRX,KRW,매수,1660.35844709,158,"262,337",131,"262,468",2026-02-20 03:46:36
2026-02-20 03:46:38,ZRX,KRW,매수,648.32367150,158,"102,435",51,"102,486",2026-02-20 03:46:36
2026-02-20 03:46:40,ONDO,KRW,매수,647.32416340,385,"249,220",125,"249,344",2026-02-20 03:46:39
2026-02-20 03:46:43,SUI,KRW,매수,89.65280160,"1,354","121,390",61,"121,451",2026-02-20 03:46:42
2026-02-20 03:46:47,ONDO,KRW,매수,258.08333999,385,"99,362",50,"99,412",2026-02-20 03:46:46
2026-02-20 03:46:49,ETH,KRW,매도,0.03511017,"2,864,000","100,556",50,"100,505",2026-02-20 03:46:47
2026-02-20 03:46:50,BTC,KRW,매수,0.00120405,"98,802,000","118,962",59,"119,022",2026-02-20 03:46:48
2026-02-20 03:46:51,ONDO,KRW,매수,6363.63636364,385,"2,450,000","1,225","2,451,225",2026-02-20 03:46:50
2026-02-20 03:46:54,SOL,KRW,매수,2.00154461,"120,800","241,787",121,"241,907",2026-02-20 03:46:52
2026-02-20 03:46:56,BTC,KRW,매수,0.00117996,"98,802,000","116,583",58,"116,641",2026-02-20 03:46:54
2026-02-20 03:46:57,BTC,KRW,매수,0.00097550,"98,802,000","96,381",48,"96,429",2026-02-20 03:46:55
2026-02-20 03:46:58,SUI,KRW,매수,69.04710976,"1,354","93,490",47,"93,537",2026-02-20 03:46:56
2026-02-20 03:47:01,XRP,KRW,매수,43.51491988,"2,084","90,685",45,"90,730",2026-02-20 03:46:59
2026-02-20 03:47:02,SUI,KRW,매수,64.96642558,"1,354","87,965",44,"88,009",2026-02-20 03:47:01
2026-02-20 03:47:04,SUI,KRW,매도,255.89570391,"1,354","346,483",173,"346,310",2026-02-20 03:47:03
2026-02-20 03:47:06,SOL,KRW,매수,2.04149916,"121,000","247,021",124,"247,145",2026-02-20 03:47:04
2026-02-20 03:47:10,SUI,KRW,매수,84.38049964,"1,354","114,251",57,"114,308",2026-02-20 03:47:09
2026-02-20 03:47:13,ZRX,KRW,매수,708.64666192,158,"111,966",56,"112,022",2026-02-20 03:47:12
2026-02-20 03:47:14,XRP,KRW,매수,52.62678615,"2,085","109,727",55,"109,782",2026-02-20 03:47:12
2026-02-20 03:47:15,ETH,KRW,매수,0.03754620,"2,864,000","107,532",54,"107,586",2026-02-20 03:47:14
2026-02-20 03:47:16,ETH,KRW,매도,0.02808814,"2,864,000","80,444",40,"80,404",2026-02-20 03:47:14
2026-02-20 03:47:22,XRP,KRW,매수,50.56701819,"2,084","105,382",53,"105,434",2026-02-20 03:47:21
2026-02-20 03:47:22,ZRX,KRW,매수,653.63311764,158,"103,274",52,"103,326",2026-02-20 03:47:21
2026-02-20 03:47:23,BTC,KRW,매수,0.00102319,"98,915,000","101,209",51,"101,259",2026-02-20 03:47:22
2026-02-20 03:47:26,ZRX,KRW,매수,627.74924619,158,"99,184",50,"99,234",2026-02-20 03:47:25
2026-02-20 03:47:28,ONDO,KRW,매도,798.47332988,385,"307,412",154,"307,259",2026-02-20 03:47:27
2026-02-20 03:47:29,SOL,KRW,매수,0.80331151,"121,000","97,201",49,"97,249",2026-02-20 03:47:28
2026-02-20 03:47:31,SUI,KRW,매도,204.71656313,"1,354","277,186",139,"277,048",2026-02-20 03:47:30
2026-02-20 03:47:34,XRP,KRW,매수,128.62336663,"2,083","267,922",134,"268,056",2026-02-20 03:47:32
2026-02-20 03:47:35,SUI,KRW,매수,70.35205274,"1,354","95,257",48,"95,304",2026-02-20 03:47:33
2026-02-20 03:47:36,ZRX,KRW,매수,1610.92625981,158,"254,526",127,"254,654",2026-02-20 03:47:35
2026-02-20 03:47:39,ONDO,KRW,매수,221.62494551,385,"85,326",43,"85,368",2026-02-20 03:47:37
2026-02-20 03:47:40,ONDO,KRW,매수,242.47154760,385,"93,352",47,"93,398",2026-02-20 03:47:39
2026-02-20 03:47:42,BTC,KRW,매수,0.00083665,"98,925,000","82,766",41,"82,807",2026-02-20 03:47:41
2026-02-20 03:47:43,SUI,KRW,매수,67.56611145,"1,354","91,485",46,"91,530",2026-02-20 03:47:41
2026-02-20 03:47:45,SUI,KRW,매수,66.21478923,"1,354","89,655",45,"89,700",2026-02-20 03:47:44
2026-02-20 03:47:45,ETH,KRW,매수,0.03064588,"2,867,000","87,862",44,"87,906",2026-02-20 03:47:44
2026-02-20 03:47:48,BTC,KRW,매수,0.00081155,"98,925,000","80,283",40,"80,323",2026-02-20 03:47:47
2026-02-20 03:47:49,SUI,KRW,매수,57.51430945,"1,354","77,874",39,"77,913",2026-02-20 03:47:48
2026-02-20 03:47:50,ZRX,KRW,매도,1547.80775192,158,"244,554",122,"244,431",2026-02-20 03:47:48
2026-02-20 03:47:50,ETH,KRW,매수,0.03002249,"2,868,000","86,104",43,"86,148",2026-02-20 03:47:49
2026-02-20 03:47:51,ZRX,KRW,매수,478.08951740,158,"75,538",38,"75,576",2026-02-20 03:47:50
2026-02-20 03:47:52,BTC,KRW,매수,0.00074068,"98,925,000","73,272",37,"73,309",2026-02-20 03:47:50
2026-02-20 03:47:53,SUI,KRW,매수,62.32082990,"1,354","84,382",42,"84,425",2026-02-20 03:47:52
2026-02-20 03:47:54,ZRX,KRW,매도,1238.24620153,158,"195,643",98,"195,545",2026-02-20 03:47:52
2026-02-20 03:47:59,ETH,KRW,매수,0.02477304,"2,869,000","71,074",36,"71,109",2026-02-20 03:47:58
2026-02-20 03:48:00,XRP,KRW,매수,33.06552723,"2,085","68,942",34,"68,976",2026-02-20 03:47:59
2026-02-20 03:48:01,SOL,KRW,매도,4.08342071,"121,000","494,094",247,"493,847",2026-02-20 03:47:59
2026-02-20 03:48:02,ZRX,KRW,매수,423.24921229,158,"66,873",33,"66,907",2026-02-20 03:48:01
2026-02-20 03:48:03,XRP,KRW,매수,39.68078484,"2,084","82,695",41,"82,736",2026-02-20 03:48:01
2026-02-20 03:48:06,ETH,KRW,매수,0.02262545,"2,867,000","64,867",32,"64,900",2026-02-20 03:48:05
2026-02-20 03:48:08,ONDO,KRW,매수,747.44702883,386,"288,515",144,"288,659",2026-02-20 03:48:07
2026-02-20 03:48:09,XRP,KRW,매수,38.90583797,"2,083","81,041",41,"81,081",2026-02-20 03:48:07
2026-02-20 03:48:10,ONDO,KRW,매수,163.43158194,385,"62,921",31,"62,953",2026-02-20 03:48:09
2026-02-20 03:48:10,SOL,KRW,매도,3.26673657,"120,900","394,948",197,"394,751",2026-02-20 03:48:09
2026-02-20 03:48:11,SUI,KRW,매수,58.65586654,"1,354","79,420",40,"79,460",2026-02-20 03:48:10
2026-02-20 03:48:12,SOL,KRW,매수,0.50482650,"120,900","61,034",31,"61,064",2026-02-20 03:48:10
2026-02-20 03:48:13,XRP,KRW,매수,28.40811831,"2,084","59,203",30,"59,232",2026-02-20 03:48:12
2026-02-20 03:48:15,SUI,KRW,매수,42.41243943,"1,354","57,426",29,"57,455",2026-02-20 03:48:13
2026-02-20 03:48:15,ZRX,KRW,매수,1859.72308877,158,"293,836",147,"293,983",2026-02-20 03:48:13
2026-02-20 03:48:16,ONDO,KRW,매수,144.68480442,385,"55,704",28,"55,732",2026-02-20 03:48:15
2026-02-20 03:48:17,SOL,KRW,매수,0.44691927,"120,900","54,033",27,"54,060",2026-02-20 03:48:16
2026-02-20 03:48:18,BTC,KRW,매수,0.00282146,"98,936,000","279,144",140,"279,284",2026-02-20 03:48:17
2026-02-20 03:48:19,BTC,KRW,매도,0.00539754,"98,936,000","534,011",267,"533,744",2026-02-20 03:48:17
2026-02-20 03:48:19,XRP,KRW,매수,25.14950288,"2,084","52,412",26,"52,438",2026-02-20 03:48:18
2026-02-20 03:48:22,ONDO,KRW,매수,132.04991451,385,"50,839",25,"50,865",2026-02-20 03:48:20
2026-02-20 03:48:23,ZRX,KRW,매수,1847.39082112,158,"291,888",146,"292,034",2026-02-20 03:48:22
2026-02-20 03:48:24,ETH,KRW,매수,0.09668527,"2,868,000","277,293",139,"277,432",2026-02-20 03:48:23
2026-02-20 03:48:27,ETH,KRW,매도,0.04180756,"2,868,000","119,904",60,"119,844",2026-02-20 03:48:25
2026-02-20 03:48:31,ZRX,KRW,매수,1705.21454844,158,"269,424",135,"269,559",2026-02-20 03:48:29
2026-02-20 03:48:32,ONDO,KRW,매수,128.08841707,385,"49,314",25,"49,339",2026-02-20 03:48:30
2026-02-20 03:48:33,ZRX,KRW,매수,492.60533179,158,"77,832",39,"77,871",2026-02-20 03:48:32
2026-02-20 03:48:34,XRP,KRW,매수,22.97532150,"2,082","47,835",24,"47,859",2026-02-20 03:48:33
2026-02-20 03:48:35,ONDO,KRW,매수,4454.54545455,385,"1,715,000",857,"1,715,857",2026-02-20 03:48:34
2026-02-20 03:48:35,ONDO,KRW,매도,788.26806967,385,"303,483",152,"303,331",2026-02-20 03:48:34
2026-02-20 03:48:37,ETH,KRW,매수,0.01619532,"2,865,000","46,400",23,"46,423",2026-02-20 03:48:36
2026-02-20 03:48:38,SOL,KRW,매수,0.37227124,"120,900","45,008",23,"45,030",2026-02-20 03:48:36
2026-02-20 03:48:42,BTC,KRW,매수,0.00044158,"98,866,000","43,657",22,"43,679",2026-02-20 03:48:41
2026-02-20 03:48:44,SOL,KRW,매수,0.35027001,"120,900","42,348",21,"42,369",2026-02-20 03:48:42
2026-02-20 03:48:46,ETH,KRW,매수,0.01433760,"2,865,000","41,077",21,"41,098",2026-02-20 03:48:45
2026-02-20 03:48:47,SUI,KRW,매수,56.33309422,"1,354","76,275",38,"76,313",2026-02-20 03:48:46
2026-02-20 03:48:48,ZRX,KRW,매도,2073.06265289,158,"327,544",164,"327,380",2026-02-20 03:48:46
2026-02-20 03:48:49,ETH,KRW,매수,0.01389292,"2,868,000","39,845",20,"39,865",2026-02-20 03:48:48
2026-02-20 03:48:50,SOL,KRW,매수,0.31968198,"120,900","38,650",19,"38,669",2026-02-20 03:48:48
2026-02-20 03:48:51,XRP,KRW,매수,138.02403217,"2,083","287,504",144,"287,648",2026-02-20 03:48:50
2026-02-20 03:48:56,ZRX,KRW,매수,237.27889412,158,"37,490",19,"37,509",2026-02-20 03:48:55
2026-02-20 03:48:57,SOL,KRW,매수,0.61827551,"120,900","74,750",37,"74,787",2026-02-20 03:48:56
2026-02-20 03:48:59,ZRX,KRW,매수,463.63619744,158,"73,255",37,"73,291",2026-02-20 03:48:58
2026-02-20 03:49:00,ETH,KRW,매도,0.03344605,"2,866,000","95,856",48,"95,808",2026-02-20 03:48:58
2026-02-20 03:49:03,ONDO,KRW,매수,186.46604886,385,"71,789",36,"71,825",2026-02-20 03:49:01
2026-02-20 03:49:06,ONDO,KRW,매수,182.73672788,385,"70,354",35,"70,389",2026-02-20 03:49:05
2026-02-20 03:49:12,ZRX,KRW,매도,1658.45012231,158,"262,035",131,"261,904",2026-02-20 03:49:11
2026-02-20 03:49:17,ZRX,KRW,매수,230.16052729,158,"36,365",18,"36,384",2026-02-20 03:49:16
2026-02-20 03:49:18,BTC,KRW,매도,0.00431803,"98,838,000","426,785",213,"426,572",2026-02-20 03:49:17
2026-02-20 03:49:20,ETH,KRW,매수,0.02407352,"2,864,000","68,947",34,"68,981",2026-02-20 03:49:19
2026-02-20 03:49:20,BTC,KRW,매수,0.00068362,"98,838,000","67,568",34,"67,601",2026-02-20 03:49:19
2026-02-20 03:49:22,ETH,KRW,매수,0.02312021,"2,864,000","66,216",33,"66,249",2026-02-20 03:49:20
2026-02-20 03:49:23,XRP,KRW,매수,31.16808727,"2,082","64,892",32,"64,924",2026-02-20 03:49:22
2026-02-20 03:49:24,BTC,KRW,매수,0.01214614,"98,838,000","1,200,500",600,"1,201,100",2026-02-20 03:49:22
2026-02-20 03:49:25,XRP,KRW,매수,16.94255639,"2,082","35,274",18,"35,292",2026-02-20 03:49:23
2026-02-20 03:49:27,ZRX,KRW,매수,216.55804013,158,"34,216",17,"34,233",2026-02-20 03:49:25
2026-02-20 03:49:29,ETH,KRW,매수,0.01158858,"2,864,000","33,190",17,"33,206",2026-02-20 03:49:27
2026-02-20 03:49:29,ONDO,KRW,매수,83.62076539,385,"32,194",16,"32,210",2026-02-20 03:49:28
2026-02-20 03:49:30,SUI,KRW,매수,46.96759124,"1,354","63,594",32,"63,626",2026-02-20 03:49:28
2026-02-20 03:49:33,ETH,KRW,매수,0.01090369,"2,864,000","31,228",16,"31,244",2026-02-20 03:49:32
2026-02-20 03:49:36,BTC,KRW,매수,0.00030647,"98,838,000","30,291",15,"30,306",2026-02-20 03:49:35
2026-02-20 03:49:37,ZRX,KRW,매수,394.44453271,158,"62,322",31,"62,353",2026-02-20 03:49:36
2026-02-20 03:49:41,ONDO,KRW,매수,76.31841481,385,"29,383",15,"29,397",2026-02-20 03:49:40
2026-02-20 03:49:42,BTC,KRW,매수,0.00028836,"98,838,000","28,501",14,"28,515",2026-02-20 03:49:41
2026-02-20 03:49:44,XRP,KRW,매수,13.28499695,"2,081","27,646",14,"27,660",2026-02-20 03:49:42
2026-02-20 03:49:45,SOL,KRW,매수,0.22199252,"120,800","26,817",13,"26,830",2026-02-20 03:49:43
2026-02-20 03:49:45,SOL,KRW,매수,0.50559430,"120,800","61,076",31,"61,106",2026-02-20 03:49:43
2026-02-20 03:49:47,BTC,KRW,매도,0.00345442,"98,838,000","341,428",171,"341,258",2026-02-20 03:49:46
2026-02-20 03:49:48,BTC,KRW,매수,0.00026299,"98,911,000","26,012",13,"26,025",2026-02-20 03:49:47
2026-02-20 03:49:51,SUI,KRW,매수,18.63502920,"1,354","25,232",13,"25,244",2026-02-20 03:49:49
2026-02-20 03:49:53,XRP,KRW,매수,28.76226603,"2,081","59,854",30,"59,884",2026-02-20 03:49:52
2026-02-20 03:49:56,ETH,KRW,매수,0.00854570,"2,864,000","24,475",12,"24,487",2026-02-20 03:49:54
2026-02-20 03:49:59,SUI,KRW,매수,243.30437054,"1,354","329,434",165,"329,599",2026-02-20 03:49:57
2026-02-20 03:50:01,SUI,KRW,매수,43.32141071,"1,354","58,657",29,"58,687",2026-02-20 03:49:59
2026-02-20 03:50:03,ZRX,KRW,매도,1326.76009785,158,"209,628",105,"209,523",2026-02-20 03:50:02
2026-02-20 03:50:05,ETH,KRW,매수,0.00828933,"2,864,000","23,741",12,"23,752",2026-02-20 03:50:04
2026-02-20 03:50:05,BTC,KRW,매수,0.00058117,"98,911,000","57,484",29,"57,513",2026-02-20 03:50:03
2026-02-20 03:50:07,ZRX,KRW,매수,145.74942760,158,"23,028",12,"23,040",2026-02-20 03:50:05
2026-02-20 03:50:10,ONDO,KRW,매수,840.11380934,385,"323,444",162,"323,606",2026-02-20 03:50:09
2026-02-20 03:50:11,XRP,KRW,매수,10.72889398,"2,082","22,338",11,"22,349",2026-02-20 03:50:09
2026-02-20 03:50:14,XRP,KRW,매수,27.05781238,"2,082","56,334",28,"56,363",2026-02-20 03:50:12
2026-02-20 03:50:19,SOL,KRW,매수,0.17936615,"120,800","21,667",11,"21,678",2026-02-20 03:50:18
2026-02-20 03:50:21,XRP,KRW,매수,10.08512843,"2,084","21,017",11,"21,028",2026-02-20 03:50:20
2026-02-20 03:50:22,SOL,KRW,매수,0.45701720,"120,800","55,208",28,"55,235",2026-02-20 03:50:21
2026-02-20 03:50:24,ONDO,KRW,매수,52.95294912,385,"20,387",10,"20,397",2026-02-20 03:50:23
