[2026-02-20 11:35:21] | 담당 AI: 전략 잼 | 출처: Barchart | 타겟: 온도 | 분석내용: 온체인 고래 지갑 대규모 이동 포착 | 시스템 신뢰도: 74.8%
[2026-02-20 11:55:31] | 담당 AI: 전략 잼 | 출처: ATAS | 타겟: 온도 | 분석내용: MVRV Z-Score 바닥권 도달 | 시스템 신뢰도: 89.4%
[2026-02-20 11:55:35] | 담당 AI: 행동 잼 | 출처: LookIntoBitcoin | 타겟: 비트코인 | 분석내용: CVD(누적 볼륨 델타) 매수세 전환 | 시스템 신뢰도: 89.5%
[2026-02-20 11:55:38] | 담당 AI: 전략 잼 | 출처: TradingView | 타겟: 솔라나 | 분석내용: 청산 맵 히트맵 저항선 확인 | 시스템 신뢰도: 95.8%
[2026-02-20 11:55:41] | 담당 AI: 수집 잼 | 출처: LookIntoBitcoin | 타겟: 리플 | 분석내용: MVRV Z-Score 바닥권 도달 | 시스템 신뢰도: 83.2%
[2026-02-20 11:55:45] | 담당 AI: 수집 잼 | 출처: Barchart | 타겟: 리플 | 분석내용: MVRV Z-Score 바닥권 도달 | 시스템 신뢰도: 90.0%
[2026-02-20 11:55:49] | 담당 AI: 전략 잼 | 출처: MarketChameleon | 타겟: 온도 | 분석내용: 청산 맵 히트맵 저항선 확인 | 시스템 신뢰도: 75.4%
[2026-02-20 11:55:52] | 담당 AI: 수집 잼 | 출처: DexScreener | 타겟: 수이 | 분석내용: 펀딩비(Funding Rate) 과열 해소 | 시스템 신뢰도: 94.8%
[2026-02-20 11:55:56] | 담당 AI: 가디언 잼 | 출처: Whalemap | 타겟: 리플 | 분석내용: 스마트머니(Smart Money) 매집 구간 진입 | 시스템 신뢰도: 72.7%
[2026-02-20 11:56:01] | 담당 AI: 타이밍 잼 | 출처: AlphaQuery | 타겟: 온도 | 분석내용: 미결제약정(OI) 급증 경고 | 시스템 신뢰도: 91.0%
[2026-02-20 11:56:06] | 담당 AI: 수집 잼 | 출처: HyblockCapital | 타겟: 이더리움 | 분석내용: 미결제약정(OI) 급증 경고 | 시스템 신뢰도: 96.7%
[2026-02-20 11:56:09] | 담당 AI: 전략 잼 | 출처: Barchart | 타겟: 이더리움 | 분석내용: MVRV Z-Score 바닥권 도달 | 시스템 신뢰도: 75.3%
[2026-02-20 11:56:13] | 담당 AI: 가디언 잼 | 출처: Velo.xyz | 타겟: 이더리움 | 분석내용: 오더북(호가창) 유동성 스푸핑 감지 | 시스템 신뢰도: 96.2%
[2026-02-20 11:56:16] | 담당 AI: 행동 잼 | 출처: ATAS | 타겟: 비트코인 | 분석내용: 미결제약정(OI) 급증 경고 | 시스템 신뢰도: 79.7%
[2026-02-20 11:56:19] | 담당 AI: 행동 잼 | 출처: Glassnode | 타겟: 솔라나 | 분석내용: RSI/MACD 다이버전스 발생 | 시스템 신뢰도: 92.1%
[2026-02-20 11:56:22] | 담당 AI: 수집 잼 | 출처: CoinGecko | 타겟: 리플 | 분석내용: 온체인 고래 지갑 대규모 이동 포착 | 시스템 신뢰도: 94.4%
[2026-02-20 11:56:25] | 담당 AI: 가디언 잼 | 출처: Messari | 타겟: 온도 | 분석내용: 청산 맵 히트맵 저항선 확인 | 시스템 신뢰도: 86.2%
[2026-02-20 11:56:27] | 담당 AI: 가디언 잼 | 출처: ATAS | 타겟: 제로엑스 | 분석내용: MVRV Z-Score 바닥권 도달 | 시스템 신뢰도: 73.6%
[2026-02-20 11:56:30] | 담당 AI: 행동 잼 | 출처: Bookmap | 타겟: 솔라나 | 분석내용: MVRV Z-Score 바닥권 도달 | 시스템 신뢰도: 83.2%
[2026-02-20 11:56:34] | 담당 AI: 행동 잼 | 출처: Birdeye.so | 타겟: 온도 | 분석내용: 스마트머니(Smart Money) 매집 구간 진입 | 시스템 신뢰도: 92.3%
[2026-02-20 11:56:36] | 담당 AI: 타이밍 잼 | 출처: Coinglass | 타겟: 온도 | 분석내용: RSI/MACD 다이버전스 발생 | 시스템 신뢰도: 84.2%
[2026-02-20 11:56:41] | 담당 AI: 행동 잼 | 출처: Koyfin | 타겟: 제로엑스 | 분석내용: 청산 맵 히트맵 저항선 확인 | 시스템 신뢰도: 93.5%
[2026-02-20 11:56:45] | 담당 AI: 수집 잼 | 출처: GoCharting | 타겟: 이더리움 | 분석내용: MVRV Z-Score 바닥권 도달 | 시스템 신뢰도: 77.4%
[2026-02-20 11:56:49] | 담당 AI: 전략 잼 | 출처: HyblockCapital | 타겟: 리플 | 분석내용: 오더북(호가창) 유동성 스푸핑 감지 | 시스템 신뢰도: 98.7%
[2026-02-20 11:56:51] | 담당 AI: 전략 잼 | 출처: Bookmap | 타겟: 온도 | 분석내용: 스마트머니(Smart Money) 매집 구간 진입 | 시스템 신뢰도: 72.0%
[2026-02-20 11:56:56] | 담당 AI: 가디언 잼 | 출처: Velo.xyz | 타겟: 솔라나 | 분석내용: 미결제약정(OI) 급증 경고 | 시스템 신뢰도: 82.0%
[2026-02-20 11:56:58] | 담당 AI: 정렬 잼 | 출처: MarketChameleon | 타겟: 비트코인 | 분석내용: CVD(누적 볼륨 델타) 매수세 전환 | 시스템 신뢰도: 81.0%
[2026-02-20 11:57:01] | 담당 AI: 정렬 잼 | 출처: Cryptowat.ch | 타겟: 온도 | 분석내용: CVD(누적 볼륨 델타) 매수세 전환 | 시스템 신뢰도: 76.1%
[2026-02-20 11:57:04] | 담당 AI: 타이밍 잼 | 출처: Coinglass | 타겟: 이더리움 | 분석내용: 펀딩비(Funding Rate) 과열 해소 | 시스템 신뢰도: 96.7%
[2026-02-20 11:57:06] | 담당 AI: 전략 잼 | 출처: Birdeye.so | 타겟: 제로엑스 | 분석내용: RSI/MACD 다이버전스 발생 | 시스템 신뢰도: 83.8%
[2026-02-20 11:57:09] | 담당 AI: 타이밍 잼 | 출처: TensorCharts | 타겟: 솔라나 | 분석내용: 온체인 고래 지갑 대규모 이동 포착 | 시스템 신뢰도: 90.4%
[2026-02-20 11:57:11] | 담당 AI: 가디언 잼 | 출처: Messari | 타겟: 온도 | 분석내용: 청산 맵 히트맵 저항선 확인 | 시스템 신뢰도: 88.8%
[2026-02-20 11:57:16] | 담당 AI: 전략 잼 | 출처: Messari | 타겟: 온도 | 분석내용: 오더북(호가창) 유동성 스푸핑 감지 | 시스템 신뢰도: 71.5%
[2026-02-20 11:57:20] | 담당 AI: 전략 잼 | 출처: AlphaQuery | 타겟: 비트코인 | 분석내용: 펀딩비(Funding Rate) 과열 해소 | 시스템 신뢰도: 98.4%
[2026-02-20 11:57:24] | 담당 AI: 행동 잼 | 출처: Dropstab | 타겟: 리플 | 분석내용: 미결제약정(OI) 급증 경고 | 시스템 신뢰도: 77.0%
[2026-02-20 11:57:28] | 담당 AI: 행동 잼 | 출처: Exocharts | 타겟: 솔라나 | 분석내용: RSI/MACD 다이버전스 발생 | 시스템 신뢰도: 75.9%
[2026-02-20 11:57:31] | 담당 AI: 타이밍 잼 | 출처: StockCharts | 타겟: 비트코인 | 분석내용: 오더북(호가창) 유동성 스푸핑 감지 | 시스템 신뢰도: 86.8%
[2026-02-20 11:57:36] | 담당 AI: 정렬 잼 | 출처: Aggr.trade | 타겟: 비트코인 | 분석내용: 청산 맵 히트맵 저항선 확인 | 시스템 신뢰도: 74.4%
[2026-02-20 11:57:39] | 담당 AI: 가디언 잼 | 출처: TradingView | 타겟: 이더리움 | 분석내용: 미결제약정(OI) 급증 경고 | 시스템 신뢰도: 73.1%
[2026-02-20 11:57:42] | 담당 AI: 수집 잼 | 출처: CoinMarketCap | 타겟: 비트코인 | 분석내용: CVD(누적 볼륨 델타) 매수세 전환 | 시스템 신뢰도: 91.9%
[2026-02-20 11:57:45] | 담당 AI: 수집 잼 | 출처: Exocharts | 타겟: 솔라나 | 분석내용: 청산 맵 히트맵 저항선 확인 | 시스템 신뢰도: 78.7%
[2026-02-20 11:57:48] | 담당 AI: 행동 잼 | 출처: LookIntoBitcoin | 타겟: 솔라나 | 분석내용: 온체인 고래 지갑 대규모 이동 포착 | 시스템 신뢰도: 70.6%
[2026-02-20 11:57:52] | 담당 AI: 전략 잼 | 출처: TradingEconomics | 타겟: 비트코인 | 분석내용: 오더북(호가창) 유동성 스푸핑 감지 | 시스템 신뢰도: 90.0%
[2026-02-20 11:57:56] | 담당 AI: 행동 잼 | 출처: LookIntoBitcoin | 타겟: 이더리움 | 분석내용: 스마트머니(Smart Money) 매집 구간 진입 | 시스템 신뢰도: 88.5%
[2026-02-20 11:57:59] | 담당 AI: 행동 잼 | 출처: DexScreener | 타겟: 솔라나 | 분석내용: 청산 맵 히트맵 저항선 확인 | 시스템 신뢰도: 76.7%
[2026-02-20 11:58:02] | 담당 AI: 정렬 잼 | 출처: AlphaQuery | 타겟: 제로엑스 | 분석내용: 온체인 고래 지갑 대규모 이동 포착 | 시스템 신뢰도: 82.6%
[2026-02-20 11:58:06] | 담당 AI: 수집 잼 | 출처: Velo.xyz | 타겟: 이더리움 | 분석내용: MVRV Z-Score 바닥권 도달 | 시스템 신뢰도: 73.4%
[2026-02-20 11:58:10] | 담당 AI: 정렬 잼 | 출처: Dropstab | 타겟: 리플 | 분석내용: MVRV Z-Score 바닥권 도달 | 시스템 신뢰도: 73.3%
[2026-02-20 11:58:14] | 담당 AI: 정렬 잼 | 출처: TrendSpider | 타겟: 이더리움 | 분석내용: 미결제약정(OI) 급증 경고 | 시스템 신뢰도: 79.8%
[2026-02-20 11:58:17] | 담당 AI: 가디언 잼 | 출처: Koyfin | 타겟: 온도 | 분석내용: RSI/MACD 다이버전스 발생 | 시스템 신뢰도: 92.5%
[2026-02-20 11:58:20] | 담당 AI: 행동 잼 | 출처: TradingView | 타겟: 온도 | 분석내용: RSI/MACD 다이버전스 발생 | 시스템 신뢰도: 96.6%
[2026-02-20 11:58:24] | 담당 AI: 타이밍 잼 | 출처: Finviz | 타겟: 제로엑스 | 분석내용: 청산 맵 히트맵 저항선 확인 | 시스템 신뢰도: 79.6%
[2026-02-20 11:58:27] | 담당 AI: 타이밍 잼 | 출처: TradingLite | 타겟: 비트코인 | 분석내용: RSI/MACD 다이버전스 발생 | 시스템 신뢰도: 90.2%
[2026-02-20 11:58:30] | 담당 AI: 수집 잼 | 출처: LookIntoBitcoin | 타겟: 비트코인 | 분석내용: 청산 맵 히트맵 저항선 확인 | 시스템 신뢰도: 93.3%
[2026-02-20 11:58:33] | 담당 AI: 행동 잼 | 출처: Dropstab | 타겟: 온도 | 분석내용: RSI/MACD 다이버전스 발생 | 시스템 신뢰도: 92.2%
[2026-02-20 11:58:37] | 담당 AI: 정렬 잼 | 출처: Messari | 타겟: 리플 | 분석내용: 청산 맵 히트맵 저항선 확인 | 시스템 신뢰도: 84.3%
[2026-02-20 11:58:40] | 담당 AI: 전략 잼 | 출처: Aggr.trade | 타겟: 비트코인 | 분석내용: 청산 맵 히트맵 저항선 확인 | 시스템 신뢰도: 72.7%
[2026-02-20 11:58:44] | 담당 AI: 가디언 잼 | 출처: HyblockCapital | 타겟: 제로엑스 | 분석내용: 청산 맵 히트맵 저항선 확인 | 시스템 신뢰도: 94.4%
[2026-02-20 11:58:47] | 담당 AI: 정렬 잼 | 출처: Whalemap | 타겟: 비트코인 | 분석내용: 미결제약정(OI) 급증 경고 | 시스템 신뢰도: 79.8%
[2026-02-20 11:58:50] | 담당 AI: 수집 잼 | 출처: TradingEconomics | 타겟: 온도 | 분석내용: 오더북(호가창) 유동성 스푸핑 감지 | 시스템 신뢰도: 95.8%
[2026-02-20 11:58:55] | 담당 AI: 행동 잼 | 출처: TradingView | 타겟: 수이 | 분석내용: 펀딩비(Funding Rate) 과열 해소 | 시스템 신뢰도: 96.6%
[2026-02-20 11:58:59] | 담당 AI: 타이밍 잼 | 출처: DexScreener | 타겟: 이더리움 | 분석내용: CVD(누적 볼륨 델타) 매수세 전환 | 시스템 신뢰도: 93.4%
[2026-02-20 11:59:03] | 담당 AI: 전략 잼 | 출처: Finviz | 타겟: 수이 | 분석내용: 펀딩비(Funding Rate) 과열 해소 | 시스템 신뢰도: 73.8%
[2026-02-20 11:59:07] | 담당 AI: 전략 잼 | 출처: TensorCharts | 타겟: 제로엑스 | 분석내용: 오더북(호가창) 유동성 스푸핑 감지 | 시스템 신뢰도: 73.9%
[2026-02-20 11:59:11] | 담당 AI: 가디언 잼 | 출처: Barchart | 타겟: 비트코인 | 분석내용: 오더북(호가창) 유동성 스푸핑 감지 | 시스템 신뢰도: 71.9%
[2026-02-20 11:59:13] | 담당 AI: 수집 잼 | 출처: Whalemap | 타겟: 이더리움 | 분석내용: RSI/MACD 다이버전스 발생 | 시스템 신뢰도: 87.4%
[2026-02-20 11:59:16] | 담당 AI: 가디언 잼 | 출처: Glassnode | 타겟: 리플 | 분석내용: RSI/MACD 다이버전스 발생 | 시스템 신뢰도: 97.4%
[2026-02-20 11:59:20] | 담당 AI: 전략 잼 | 출처: HyblockCapital | 타겟: 수이 | 분석내용: 스마트머니(Smart Money) 매집 구간 진입 | 시스템 신뢰도: 73.6%
[2026-02-20 11:59:23] | 담당 AI: 정렬 잼 | 출처: TradingLite | 타겟: 비트코인 | 분석내용: 온체인 고래 지갑 대규모 이동 포착 | 시스템 신뢰도: 85.3%
[2026-02-20 11:59:27] | 담당 AI: 행동 잼 | 출처: Bookmap | 타겟: 리플 | 분석내용: 펀딩비(Funding Rate) 과열 해소 | 시스템 신뢰도: 84.6%
[2026-02-20 11:59:30] | 담당 AI: 정렬 잼 | 출처: Investing.com | 타겟: 리플 | 분석내용: 온체인 고래 지갑 대규모 이동 포착 | 시스템 신뢰도: 85.8%
[2026-02-20 11:59:32] | 담당 AI: 가디언 잼 | 출처: TradingLite | 타겟: 온도 | 분석내용: 스마트머니(Smart Money) 매집 구간 진입 | 시스템 신뢰도: 88.6%
[2026-02-20 11:59:36] | 담당 AI: 가디언 잼 | 출처: CoinMarketCap | 타겟: 리플 | 분석내용: MVRV Z-Score 바닥권 도달 | 시스템 신뢰도: 84.2%
[2026-02-20 11:59:39] | 담당 AI: 가디언 잼 | 출처: CoinMarketCap | 타겟: 수이 | 분석내용: 펀딩비(Funding Rate) 과열 해소 | 시스템 신뢰도: 73.8%
[2026-02-20 11:59:43] | 담당 AI: 행동 잼 | 출처: Velo.xyz | 타겟: 수이 | 분석내용: 오더북(호가창) 유동성 스푸핑 감지 | 시스템 신뢰도: 78.2%
[2026-02-20 11:59:48] | 담당 AI: 수집 잼 | 출처: Velo.xyz | 타겟: 이더리움 | 분석내용: 청산 맵 히트맵 저항선 확인 | 시스템 신뢰도: 93.4%
[2026-02-20 11:59:50] | 담당 AI: 타이밍 잼 | 출처: Velo.xyz | 타겟: 이더리움 | 분석내용: CVD(누적 볼륨 델타) 매수세 전환 | 시스템 신뢰도: 95.8%
[2026-02-20 11:59:54] | 담당 AI: 가디언 잼 | 출처: StockCharts | 타겟: 비트코인 | 분석내용: 스마트머니(Smart Money) 매집 구간 진입 | 시스템 신뢰도: 71.6%
[2026-02-20 11:59:57] | 담당 AI: 전략 잼 | 출처: Whalemap | 타겟: 온도 | 분석내용: 스마트머니(Smart Money) 매집 구간 진입 | 시스템 신뢰도: 77.5%
[2026-02-20 12:00:00] | 담당 AI: 행동 잼 | 출처: ATAS | 타겟: 솔라나 | 분석내용: 미결제약정(OI) 급증 경고 | 시스템 신뢰도: 76.2%
[2026-02-20 12:00:02] | 담당 AI: 가디언 잼 | 출처: StockCharts | 타겟: 온도 | 분석내용: 스마트머니(Smart Money) 매집 구간 진입 | 시스템 신뢰도: 77.7%
[2026-02-20 12:00:07] | 담당 AI: 행동 잼 | 출처: Messari | 타겟: 제로엑스 | 분석내용: MVRV Z-Score 바닥권 도달 | 시스템 신뢰도: 94.5%
[2026-02-20 12:00:09] | 담당 AI: 정렬 잼 | 출처: Birdeye.so | 타겟: 리플 | 분석내용: 펀딩비(Funding Rate) 과열 해소 | 시스템 신뢰도: 89.8%
[2026-02-20 12:00:12] | 담당 AI: 행동 잼 | 출처: TradingView | 타겟: 수이 | 분석내용: MVRV Z-Score 바닥권 도달 | 시스템 신뢰도: 76.8%
[2026-02-20 12:00:17] | 담당 AI: 가디언 잼 | 출처: Cryptowat.ch | 타겟: 이더리움 | 분석내용: CVD(누적 볼륨 델타) 매수세 전환 | 시스템 신뢰도: 75.8%
[2026-02-20 12:00:21] | 담당 AI: 타이밍 잼 | 출처: Koyfin | 타겟: 제로엑스 | 분석내용: 스마트머니(Smart Money) 매집 구간 진입 | 시스템 신뢰도: 99.3%
[2026-02-20 12:00:25] | 담당 AI: 타이밍 잼 | 출처: Cryptowat.ch | 타겟: 수이 | 분석내용: 펀딩비(Funding Rate) 과열 해소 | 시스템 신뢰도: 74.8%
[2026-02-20 12:00:30] | 담당 AI: 정렬 잼 | 출처: GoCharting | 타겟: 제로엑스 | 분석내용: 청산 맵 히트맵 저항선 확인 | 시스템 신뢰도: 76.3%
[2026-02-20 12:00:33] | 담당 AI: 수집 잼 | 출처: LookIntoBitcoin | 타겟: 솔라나 | 분석내용: RSI/MACD 다이버전스 발생 | 시스템 신뢰도: 91.8%
[2026-02-20 12:00:37] | 담당 AI: 수집 잼 | 출처: TradingLite | 타겟: 리플 | 분석내용: RSI/MACD 다이버전스 발생 | 시스템 신뢰도: 82.1%
[2026-02-20 12:00:40] | 담당 AI: 수집 잼 | 출처: Dropstab | 타겟: 온도 | 분석내용: 스마트머니(Smart Money) 매집 구간 진입 | 시스템 신뢰도: 89.1%
[2026-02-20 12:00:43] | 담당 AI: 타이밍 잼 | 출처: TradingEconomics | 타겟: 제로엑스 | 분석내용: RSI/MACD 다이버전스 발생 | 시스템 신뢰도: 71.4%
[2026-02-20 12:00:47] | 담당 AI: 가디언 잼 | 출처: TradingView | 타겟: 비트코인 | 분석내용: MVRV Z-Score 바닥권 도달 | 시스템 신뢰도: 72.3%
[2026-02-20 12:00:50] | 담당 AI: 가디언 잼 | 출처: Dropstab | 타겟: 솔라나 | 분석내용: 스마트머니(Smart Money) 매집 구간 진입 | 시스템 신뢰도: 72.6%
[2026-02-20 12:00:54] | 담당 AI: 수집 잼 | 출처: HyblockCapital | 타겟: 솔라나 | 분석내용: 미결제약정(OI) 급증 경고 | 시스템 신뢰도: 90.1%
[2026-02-20 12:00:59] | 담당 AI: 가디언 잼 | 출처: Velo.xyz | 타겟: 솔라나 | 분석내용: 미결제약정(OI) 급증 경고 | 시스템 신뢰도: 95.3%
[2026-02-20 12:01:01] | 담당 AI: 가디언 잼 | 출처: CoinGecko | 타겟: 제로엑스 | 분석내용: 청산 맵 히트맵 저항선 확인 | 시스템 신뢰도: 72.5%
[2026-02-20 12:01:03] | 담당 AI: 정렬 잼 | 출처: MarketChameleon | 타겟: 비트코인 | 분석내용: RSI/MACD 다이버전스 발생 | 시스템 신뢰도: 97.8%
[2026-02-20 12:01:07] | 담당 AI: 행동 잼 | 출처: DexScreener | 타겟: 온도 | 분석내용: 펀딩비(Funding Rate) 과열 해소 | 시스템 신뢰도: 89.2%
[2026-02-20 12:01:09] | 담당 AI: 행동 잼 | 출처: ATAS | 타겟: 온도 | 분석내용: RSI/MACD 다이버전스 발생 | 시스템 신뢰도: 75.4%
[2026-02-20 12:01:14] | 담당 AI: 가디언 잼 | 출처: LookIntoBitcoin | 타겟: 비트코인 | 분석내용: 온체인 고래 지갑 대규모 이동 포착 | 시스템 신뢰도: 81.5%
[2026-02-20 12:01:19] | 담당 AI: 가디언 잼 | 출처: Exocharts | 타겟: 수이 | 분석내용: 스마트머니(Smart Money) 매집 구간 진입 | 시스템 신뢰도: 79.0%
[2026-02-20 12:01:23] | 담당 AI: 가디언 잼 | 출처: HyblockCapital | 타겟: 수이 | 분석내용: 스마트머니(Smart Money) 매집 구간 진입 | 시스템 신뢰도: 92.1%
[2026-02-20 12:01:26] | 담당 AI: 행동 잼 | 출처: Finviz | 타겟: 제로엑스 | 분석내용: 스마트머니(Smart Money) 매집 구간 진입 | 시스템 신뢰도: 72.6%
[2026-02-20 12:01:28] | 담당 AI: 정렬 잼 | 출처: AlphaQuery | 타겟: 비트코인 | 분석내용: 펀딩비(Funding Rate) 과열 해소 | 시스템 신뢰도: 75.8%
[2026-02-20 12:01:32] | 담당 AI: 수집 잼 | 출처: DexScreener | 타겟: 솔라나 | 분석내용: MVRV Z-Score 바닥권 도달 | 시스템 신뢰도: 79.7%
[2026-02-20 12:01:35] | 담당 AI: 가디언 잼 | 출처: TrendSpider | 타겟: 제로엑스 | 분석내용: 온체인 고래 지갑 대규모 이동 포착 | 시스템 신뢰도: 93.2%
[2026-02-20 12:01:38] | 담당 AI: 전략 잼 | 출처: Whalemap | 타겟: 온도 | 분석내용: 온체인 고래 지갑 대규모 이동 포착 | 시스템 신뢰도: 71.3%
[2026-02-20 12:01:41] | 담당 AI: 수집 잼 | 출처: Cryptowat.ch | 타겟: 이더리움 | 분석내용: 온체인 고래 지갑 대규모 이동 포착 | 시스템 신뢰도: 84.3%
[2026-02-20 12:01:45] | 담당 AI: 타이밍 잼 | 출처: Birdeye.so | 타겟: 온도 | 분석내용: 미결제약정(OI) 급증 경고 | 시스템 신뢰도: 89.1%
[2026-02-20 12:01:50] | 담당 AI: 수집 잼 | 출처: AlphaQuery | 타겟: 리플 | 분석내용: 스마트머니(Smart Money) 매집 구간 진입 | 시스템 신뢰도: 96.0%
[2026-02-20 12:01:52] | 담당 AI: 행동 잼 | 출처: Glassnode | 타겟: 리플 | 분석내용: 스마트머니(Smart Money) 매집 구간 진입 | 시스템 신뢰도: 77.3%
[2026-02-20 12:01:57] | 담당 AI: 타이밍 잼 | 출처: Koyfin | 타겟: 제로엑스 | 분석내용: 청산 맵 히트맵 저항선 확인 | 시스템 신뢰도: 95.0%
[2026-02-20 12:02:01] | 담당 AI: 정렬 잼 | 출처: StockCharts | 타겟: 온도 | 분석내용: 미결제약정(OI) 급증 경고 | 시스템 신뢰도: 98.6%
[2026-02-20 12:02:05] | 담당 AI: 정렬 잼 | 출처: Investing.com | 타겟: 솔라나 | 분석내용: 청산 맵 히트맵 저항선 확인 | 시스템 신뢰도: 84.3%
[2026-02-20 12:02:09] | 담당 AI: 수집 잼 | 출처: TensorCharts | 타겟: 솔라나 | 분석내용: 펀딩비(Funding Rate) 과열 해소 | 시스템 신뢰도: 90.5%
[2026-02-20 12:02:12] | 담당 AI: 행동 잼 | 출처: Investing.com | 타겟: 비트코인 | 분석내용: 오더북(호가창) 유동성 스푸핑 감지 | 시스템 신뢰도: 96.5%
[2026-02-20 12:02:16] | 담당 AI: 가디언 잼 | 출처: StockCharts | 타겟: 온도 | 분석내용: 온체인 고래 지갑 대규모 이동 포착 | 시스템 신뢰도: 70.3%
[2026-02-20 12:02:21] | 담당 AI: 행동 잼 | 출처: Velo.xyz | 타겟: 비트코인 | 분석내용: CVD(누적 볼륨 델타) 매수세 전환 | 시스템 신뢰도: 99.2%
[2026-02-20 12:02:26] | 담당 AI: 정렬 잼 | 출처: Finviz | 타겟: 리플 | 분석내용: CVD(누적 볼륨 델타) 매수세 전환 | 시스템 신뢰도: 92.7%
[2026-02-20 12:02:30] | 담당 AI: 전략 잼 | 출처: Investing.com | 타겟: 솔라나 | 분석내용: 오더북(호가창) 유동성 스푸핑 감지 | 시스템 신뢰도: 92.4%
[2026-02-20 12:02:33] | 담당 AI: 행동 잼 | 출처: HyblockCapital | 타겟: 이더리움 | 분석내용: 스마트머니(Smart Money) 매집 구간 진입 | 시스템 신뢰도: 89.2%
[2026-02-20 12:02:36] | 담당 AI: 타이밍 잼 | 출처: Aggr.trade | 타겟: 이더리움 | 분석내용: 스마트머니(Smart Money) 매집 구간 진입 | 시스템 신뢰도: 83.9%
[2026-02-20 12:02:38] | 담당 AI: 수집 잼 | 출처: Bookmap | 타겟: 솔라나 | 분석내용: 온체인 고래 지갑 대규모 이동 포착 | 시스템 신뢰도: 90.9%
[2026-02-20 12:02:42] | 담당 AI: 타이밍 잼 | 출처: Barchart | 타겟: 이더리움 | 분석내용: 청산 맵 히트맵 저항선 확인 | 시스템 신뢰도: 88.3%
[2026-02-20 12:02:46] | 담당 AI: 정렬 잼 | 출처: Coinglass | 타겟: 이더리움 | 분석내용: RSI/MACD 다이버전스 발생 | 시스템 신뢰도: 74.6%
[2026-02-20 12:02:49] | 담당 AI: 전략 잼 | 출처: TradingLite | 타겟: 솔라나 | 분석내용: MVRV Z-Score 바닥권 도달 | 시스템 신뢰도: 86.6%
[2026-02-20 12:02:51] | 담당 AI: 행동 잼 | 출처: DexScreener | 타겟: 수이 | 분석내용: 온체인 고래 지갑 대규모 이동 포착 | 시스템 신뢰도: 70.7%
[2026-02-20 12:02:54] | 담당 AI: 수집 잼 | 출처: Koyfin | 타겟: 이더리움 | 분석내용: 온체인 고래 지갑 대규모 이동 포착 | 시스템 신뢰도: 81.7%
[2026-02-20 12:02:57] | 담당 AI: 타이밍 잼 | 출처: TradingLite | 타겟: 솔라나 | 분석내용: MVRV Z-Score 바닥권 도달 | 시스템 신뢰도: 71.9%
[2026-02-20 12:03:02] | 담당 AI: 행동 잼 | 출처: AlphaQuery | 타겟: 리플 | 분석내용: MVRV Z-Score 바닥권 도달 | 시스템 신뢰도: 72.7%
[2026-02-20 12:03:06] | 담당 AI: 수집 잼 | 출처: Birdeye.so | 타겟: 수이 | 분석내용: 스마트머니(Smart Money) 매집 구간 진입 | 시스템 신뢰도: 86.1%
[2026-02-20 12:03:10] | 담당 AI: 타이밍 잼 | 출처: GoCharting | 타겟: 이더리움 | 분석내용: CVD(누적 볼륨 델타) 매수세 전환 | 시스템 신뢰도: 77.3%
[2026-02-20 12:03:13] | 담당 AI: 가디언 잼 | 출처: TradingLite | 타겟: 제로엑스 | 분석내용: RSI/MACD 다이버전스 발생 | 시스템 신뢰도: 71.7%
[2026-02-20 12:03:18] | 담당 AI: 전략 잼 | 출처: TensorCharts | 타겟: 이더리움 | 분석내용: CVD(누적 볼륨 델타) 매수세 전환 | 시스템 신뢰도: 97.2%
[2026-02-20 12:03:20] | 담당 AI: 가디언 잼 | 출처: Finviz | 타겟: 이더리움 | 분석내용: 펀딩비(Funding Rate) 과열 해소 | 시스템 신뢰도: 91.0%
[2026-02-20 12:03:25] | 담당 AI: 전략 잼 | 출처: Glassnode | 타겟: 제로엑스 | 분석내용: 오더북(호가창) 유동성 스푸핑 감지 | 시스템 신뢰도: 96.8%
[2026-02-20 12:03:29] | 담당 AI: 수집 잼 | 출처: Aggr.trade | 타겟: 이더리움 | 분석내용: 청산 맵 히트맵 저항선 확인 | 시스템 신뢰도: 81.7%
[2026-02-20 12:03:32] | 담당 AI: 수집 잼 | 출처: Finviz | 타겟: 리플 | 분석내용: 펀딩비(Funding Rate) 과열 해소 | 시스템 신뢰도: 96.9%
[2026-02-20 12:03:35] | 담당 AI: 수집 잼 | 출처: TradingEconomics | 타겟: 비트코인 | 분석내용: 청산 맵 히트맵 저항선 확인 | 시스템 신뢰도: 70.7%
[2026-02-20 12:03:40] | 담당 AI: 전략 잼 | 출처: CoinGecko | 타겟: 온도 | 분석내용: 스마트머니(Smart Money) 매집 구간 진입 | 시스템 신뢰도: 78.2%
[2026-02-20 12:03:43] | 담당 AI: 전략 잼 | 출처: LookIntoBitcoin | 타겟: 솔라나 | 분석내용: MVRV Z-Score 바닥권 도달 | 시스템 신뢰도: 72.0%
[2026-02-20 12:03:46] | 담당 AI: 수집 잼 | 출처: Exocharts | 타겟: 비트코인 | 분석내용: 청산 맵 히트맵 저항선 확인 | 시스템 신뢰도: 90.2%
[2026-02-20 12:03:50] | 담당 AI: 가디언 잼 | 출처: Finviz | 타겟: 이더리움 | 분석내용: MVRV Z-Score 바닥권 도달 | 시스템 신뢰도: 93.6%
